INSEE_COM;maille;PoidsGeoSafran
17450;6031;0.316885559945835
17450;6032;0.683114440054166
17312;6684;0.0128743061577652
17312;6685;0.0152859447688597
17312;6767;0.755659636102925
17312;6768;0.216180112970642
17322;5668;1
17486;5936;1
17294;5941;0.397794470977641
17294;5942;0.602129142972859
17294;6032;7.63860495465058e-05
17071;6120;0.930369028284759
17071;6121;0.0659917504109511
17071;6203;0.0036392213040539
17414;5665;0.132108466100374
17414;5666;0.137009414189595
17414;5757;0.50563195039378
17414;5758;0.225250169315532
17135;6122;1
17027;6520;0.0731830824085006
17027;6521;0.926816917591378
17280;6199;0.0278078290187495
17280;6200;0.972192170981074
17146;6114;0.28026204478569
17146;6115;0.719737955214075
17340;5849;0.11982188190647
17340;5850;0.00470841953914513
17340;5940;0.858673092253706
17340;5941;0.0167966063011994
17227;6520;1
17398;6441;1
17194;5847;0.999900159953228
17194;5848;9.98400463864797e-05
17355;6522;0.654178268227259
17355;6523;0.0145599560381646
17355;6604;0.331261775734272
17207;5663;1
17109;5758;0.229365692220837
17109;5847;0.770634307778234
17274;5757;0.63634907489482
17274;5758;0.293082797880043
17274;5846;0.0550835238660933
17274;5847;0.0154846033590244
17198;6201;1
17199;6853;1
17270;6686;0.107924966494582
17270;6687;0.892075033505318
17296;6358;0.320069979613111
17296;6359;0.679930020387047
17265;6275;0.12947898493559
17265;6276;0.870521015064259
17110;6936;0.511226691480321
17110;6937;0.207341303122004
17110;7016;1.10712622806988e-05
17110;7017;0.274556984181765
17110;7018;0.00686394995369204
17190;5757;0.529761528956367
17190;5756;0.470238471043703
17305;6769;1
17028;5757;0.101620339583269
17028;5846;0.898370575213294
17028;5847;9.08520360411273e-06
17182;5668;0.087581418815548
17182;5669;0.873054471625665
17182;5760;0.000267643994709518
17182;5761;0.039096465564264
17319;6854;1
17053;6116;0.878175542954394
17053;6117;0.121824457045834
17281;6853;0.232451798853244
17281;6854;0.767548201147542
17107;5938;0.0250553917427087
17107;5939;0.974565327937743
17107;6029;0.000379280319960996
17447;5847;0.0481136039060469
17447;5848;0.771348510797135
17447;5939;0.180537885296854
17375;6028;0.790379192257664
17375;6114;0.209620807742417
17377;6205;1
17042;6202;0.902602655103073
17042;6203;0.0973973448962034
17467;6033;0.289567639480755
17467;6034;0.710432360519882
17363;6603;0.740937106215853
17363;6604;0.259062893783261
17045;6115;0.197004470564984
17045;6116;0.336764095909606
17045;6198;0.0193123933554603
17045;6199;0.4469190401701
17137;5943;1
17164;6280;1
17148;6200;0.363328176254372
17148;6279;0.636671823745252
17245;5758;0.859244862261075
17245;5847;0.140755137739986
17444;6359;0.624087536421335
17444;6360;0.324357304524186
17444;6439;0.0515551590543921
17116;6685;1
17331;6602;0.99974906841919
17331;6603;0.00025093158068524
17478;5946;0.843043446703519
17478;6036;0.156956553296679
17049;5944;1
17391;5758;0.506782904994366
17391;5846;0.0028096194887158
17391;5847;0.490407475517311
17299;6028;0.438492704794554
17299;6029;0.284620591059434
17299;6114;0.195258683919004
17299;6115;0.0816280202270254
17151;6356;1
17240;6770;0.224210688035497
17240;6852;0.0759324827464091
17240;6853;0.699856829218014
17130;6769;0.312951104374419
17130;6770;0.683678202394216
17130;6852;0.00128425212175747
17130;6853;0.00208644110970378
17217;6205;0.128579883244629
17217;6284;0.871420116756152
17213;5942;0.083434791588591
17213;5943;0.916565208411166
17356;5941;0.0299704074643323
17356;5942;0.0290170352465369
17356;6031;0.310122823433816
17356;6032;0.630889733855181
17443;5847;0.548464757398044
17443;5848;0.0145313569437296
17443;5938;0.437003885658097
17229;6770;0.0936596908024561
17229;6771;0.906340309196274
17050;6601;0.18854570382001
17050;6602;0.811454296179852
17056;6440;0.00820238302465777
17056;6441;0.901058311637959
17056;6521;0.0907393053373458
17048;6120;0.102931848887045
17048;6121;0.163395116794566
17048;6203;0.628684837956297
17048;6204;0.104988196362614
17376;5666;0.939842479081337
17376;5758;0.0601575209182108
17159;6520;0.372389956957643
17159;6521;0.627610043042703
17031;6204;0.0431546377922883
17031;6205;0.499416067238603
17031;6283;0.109277237743553
17031;6284;0.348152057224198
17327;5851;0.748831345242489
17327;5942;0.251168654757713
17392;6600;1
17329;6113;0.374589740968115
17329;6114;0.625410259032229
